,country,year,sex,age,cases
4957,AM,1999,m,25-34,88
24549,AM,1999,f,35-44,20
7406,AM,1999,m,35-44,115
26998,AM,1999,f,45-54,6
9855,AM,1999,m,45-54,76
29447,AM,1999,f,55-64,9
12304,AM,1999,m,55-64,37
31896,AM,1999,f,65+,7
14753,AM,1999,m,65+,20
17203,AM,2000,f,0-14,1
60,AM,2000,m,0-14,2
19652,AM,2000,f,15-24,24
2509,AM,2000,m,15-24,152
22101,AM,2000,f,25-34,27
4958,AM,2000,m,25-34,130
24550,AM,2000,f,35-44,24
7407,AM,2000,m,35-44,131
26999,AM,2000,f,45-54,8
9856,AM,2000,m,45-54,63
29448,AM,2000,f,55-64,8
12305,AM,2000,m,55-64,26
31897,AM,2000,f,65+,4
14754,AM,2000,m,65+,21
17204,AM,2001,f,0-14,1
61,AM,2001,m,0-14,2
19653,AM,2001,f,15-24,40
2510,AM,2001,m,15-24,154
22102,AM,2001,f,25-34,31
4959,AM,2001,m,25-34,120
24551,AM,2001,f,35-44,22
7408,AM,2001,m,35-44,93
27000,AM,2001,f,45-54,10
9857,AM,2001,m,45-54,54
29449,AM,2001,f,55-64,7
12306,AM,2001,m,55-64,24
31898,AM,2001,f,65+,5
14755,AM,2001,m,65+,9
17205,AM,2002,f,0-14,2
62,AM,2002,m,0-14,1
19654,AM,2002,f,15-24,16
2511,AM,2002,m,15-24,95
22103,AM,2002,f,25-34,24
4960,AM,2002,m,25-34,63
24552,AM,2002,f,35-44,32
7409,AM,2002,m,35-44,109
27001,AM,2002,f,45-54,36
9858,AM,2002,m,45-54,93
29450,AM,2002,f,55-64,4
12307,AM,2002,m,55-64,21
31899,AM,2002,f,65+,1
14756,AM,2002,m,65+,14
17206,AM,2003,f,0-14,2
63,AM,2003,m,0-14,12
19655,AM,2003,f,15-24,29
2512,AM,2003,m,15-24,120
22104,AM,2003,f,25-34,31
4961,AM,2003,m,25-34,98
24553,AM,2003,f,35-44,13
7410,AM,2003,m,35-44,75
27002,AM,2003,f,45-54,12
9859,AM,2003,m,45-54,104
29451,AM,2003,f,55-64,9
12308,AM,2003,m,55-64,49
31900,AM,2003,f,65+,3
14757,AM,2003,m,65+,18
17207,AM,2004,f,0-14,1
64,AM,2004,m,0-14,2
19656,AM,2004,f,15-24,24
2513,AM,2004,m,15-24,130
22105,AM,2004,f,25-34,17
4962,AM,2004,m,25-34,72
24554,AM,2004,f,35-44,12
7411,AM,2004,m,35-44,76
27003,AM,2004,f,45-54,10
9860,AM,2004,m,45-54,62
29452,AM,2004,f,55-64,3
12309,AM,2004,m,55-64,25
31901,AM,2004,f,65+,3
14758,AM,2004,m,65+,24
17208,AM,2005,f,0-14,3
65,AM,2005,m,0-14,3
19657,AM,2005,f,15-24,27
2514,AM,2005,m,15-24,170
22106,AM,2005,f,25-34,21
4963,AM,2005,m,25-34,104
24555,AM,2005,f,35-44,10
7412,AM,2005,m,35-44,83
27004,AM,2005,f,45-54,11
9861,AM,2005,m,45-54,84
29453,AM,2005,f,55-64,4
12310,AM,2005,m,55-64,30
31902,AM,2005,f,65+,7
14759,AM,2005,m,65+,24
17209,AM,2006,f,0-14,3
66,AM,2006,m,0-14,0
19658,AM,2006,f,15-24,28
2515,AM,2006,m,15-24,113
22107,AM,2006,f,25-34,29
4964,AM,2006,m,25-34,116
24556,AM,2006,f,35-44,16
7413,AM,2006,m,35-44,96
27005,AM,2006,f,45-54,15
9862,AM,2006,m,45-54,98
29454,AM,2006,f,55-64,7
12311,AM,2006,m,55-64,38
31903,AM,2006,f,65+,4
14760,AM,2006,m,65+,17
17210,AM,2007,f,0-14,2
67,AM,2007,m,0-14,1
19659,AM,2007,f,15-24,31
2516,AM,2007,m,15-24,81
22108,AM,2007,f,25-34,22
4965,AM,2007,m,25-34,87
24557,AM,2007,f,35-44,11
7414,AM,2007,m,35-44,100
27006,AM,2007,f,45-54,7
9863,AM,2007,m,45-54,92
29455,AM,2007,f,55-64,7
12312,AM,2007,m,55-64,29
31904,AM,2007,f,65+,7
14761,AM,2007,m,65+,20
17211,AM,2008,f,0-14,4
68,AM,2008,m,0-14,0
19660,AM,2008,f,15-24,44
2517,AM,2008,m,15-24,53
22109,AM,2008,f,25-34,25
4966,AM,2008,m,25-34,103
24558,AM,2008,f,35-44,10
7415,AM,2008,m,35-44,74
27007,AM,2008,f,45-54,14
9864,AM,2008,m,45-54,87
29456,AM,2008,f,55-64,10
12313,AM,2008,m,55-64,37
31905,AM,2008,f,65+,11
14762,AM,2008,m,65+,15
17212,AN,1996,f,0-14,0
69,AN,1996,m,0-14,0
19661,AN,1996,f,15-24,0
2518,AN,1996,m,15-24,0
22110,AN,1996,f,25-34,0
4967,AN,1996,m,25-34,0
24559,AN,1996,f,35-44,1
7416,AN,1996,m,35-44,0
27008,AN,1996,f,45-54,0
9865,AN,1996,m,45-54,1
29457,AN,1996,f,55-64,0
12314,AN,1996,m,55-64,1
31906,AN,1996,f,65+,0
14763,AN,1996,m,65+,1
17213,AN,1997,f,0-14,0
70,AN,1997,m,0-14,0
19662,AN,1997,f,15-24,0
2519,AN,1997,m,15-24,0
22111,AN,1997,f,25-34,2
4968,AN,1997,m,25-34,1
24560,AN,1997,f,35-44,2
7417,AN,1997,m,35-44,1
27009,AN,1997,f,45-54,1
9866,AN,1997,m,45-54,0
29458,AN,1997,f,55-64,1
12315,AN,1997,m,55-64,1
31907,AN,1997,f,65+,1
14764,AN,1997,m,65+,3
17214,AN,1998,f,0-14,0
71,AN,1998,m,0-14,0
19663,AN,1998,f,15-24,1
2520,AN,1998,m,15-24,0
22112,AN,1998,f,25-34,0
4969,AN,1998,m,25-34,0
24561,AN,1998,f,35-44,2
7418,AN,1998,m,35-44,0
27010,AN,1998,f,45-54,1
9867,AN,1998,m,45-54,0
29459,AN,1998,f,55-64,0
12316,AN,1998,m,55-64,1
31908,AN,1998,f,65+,0
14765,AN,1998,m,65+,2
17215,AN,1999,f,0-14,0
72,AN,1999,m,0-14,0
19664,AN,1999,f,15-24,1
2521,AN,1999,m,15-24,0
22113,AN,1999,f,25-34,1
4970,AN,1999,m,25-34,1
24562,AN,1999,f,35-44,0
7419,AN,1999,m,35-44,0
27011,AN,1999,f,45-54,0
9868,AN,1999,m,45-54,1
29460,AN,1999,f,55-64,0
12317,AN,1999,m,55-64,0
31909,AN,1999,f,65+,0
14766,AN,1999,m,65+,0
17216,AN,2000,f,0-14,0
73,AN,2000,m,0-14,0
19665,AN,2000,f,15-24,0
2522,AN,2000,m,15-24,0
22114,AN,2000,f,25-34,1
4971,AN,2000,m,25-34,1
24563,AN,2000,f,35-44,0
7420,AN,2000,m,35-44,2
27012,AN,2000,f,45-54,0
9869,AN,2000,m,45-54,0
29461,AN,2000,f,55-64,1
12318,AN,2000,m,55-64,0
31910,AN,2000,f,65+,0
14767,AN,2000,m,65+,0
17217,AN,2001,f,0-14,0
74,AN,2001,m,0-14,0
19666,AN,2001,f,15-24,0
2523,AN,2001,m,15-24,0
22115,AN,2001,f,25-34,1
4972,AN,2001,m,25-34,1
24564,AN,2001,f,35-44,0
7421,AN,2001,m,35-44,5
27013,AN,2001,f,45-54,0
9870,AN,2001,m,45-54,0
29462,AN,2001,f,55-64,1
12319,AN,2001,m,55-64,0
31911,AN,2001,f,65+,0
14768,AN,2001,m,65+,0
17218,AN,2002,f,0-14,0
75,AN,2002,m,0-14,0
19667,AN,2002,f,15-24,1
2524,AN,2002,m,15-24,1
22116,AN,2002,f,25-34,0
4973,AN,2002,m,25-34,1
24565,AN,2002,f,35-44,0
7422,AN,2002,m,35-44,3
27014,AN,2002,f,45-54,1
9871,AN,2002,m,45-54,2
29463,AN,2002,f,55-64,0
12320,AN,2002,m,55-64,3
31912,AN,2002,f,65+,1
14769,AN,2002,m,65+,1
17219,AN,2003,f,0-14,0
76,AN,2003,m,0-14,0
19668,AN,2003,f,15-24,0
2525,AN,2003,m,15-24,0
22117,AN,2003,f,25-34,1
4974,AN,2003,m,25-34,2
24566,AN,2003,f,35-44,1
7423,AN,2003,m,35-44,1
27015,AN,2003,f,45-54,0
9872,AN,2003,m,45-54,0
29464,AN,2003,f,55-64,1
12321,AN,2003,m,55-64,0
31913,AN,2003,f,65+,0
14770,AN,2003,m,65+,3
17220,AN,2004,f,0-14,0
77,AN,2004,m,0-14,1
19669,AN,2004,f,15-24,0
2526,AN,2004,m,15-24,1
22118,AN,2004,f,25-34,0
4975,AN,2004,m,25-34,0
24567,AN,2004,f,35-44,1
7424,AN,2004,m,35-44,4
27016,AN,2004,f,45-54,0
9873,AN,2004,m,45-54,3
29465,AN,2004,f,55-64,0
12322,AN,2004,m,55-64,0
31914,AN,2004,f,65+,0
14771,AN,2004,m,65+,1
17221,AN,2006,f,0-14,1
78,AN,2006,m,0-14,0
19670,AN,2006,f,15-24,0
2527,AN,2006,m,15-24,0
22119,AN,2006,f,25-34,0
4976,AN,2006,m,25-34,0
24568,AN,2006,f,35-44,0
7425,AN,2006,m,35-44,2
27017,AN,2006,f,45-54,0
9874,AN,2006,m,45-54,1
29466,AN,2006,f,55-64,0
12323,AN,2006,m,55-64,1
31915,AN,2006,f,65+,0
14772,AN,2006,m,65+,0
17222,AO,1995,f,0-14,371
79,AO,1995,m,0-14,386
19671,AO,1995,f,15-24,707
2528,AO,1995,m,15-24,724
22120,AO,1995,f,25-34,443
4977,AO,1995,m,25-34,562
24569,AO,1995,f,35-44,264
7426,AO,1995,m,35-44,346
27018,AO,1995,f,45-54,248
9875,AO,1995,m,45-54,224
29467,AO,1995,f,55-64,130
12324,AO,1995,m,55-64,155
31916,AO,1995,f,65+,18
14773,AO,1995,m,65+,14
17223,AO,1996,f,0-14,388
80,AO,1996,m,0-14,360
19672,AO,1996,f,15-24,1066
2529,AO,1996,m,15-24,1036
22121,AO,1996,f,25-34,963
4978,AO,1996,m,25-34,926
24570,AO,1996,f,35-44,615
7427,AO,1996,m,35-44,1027
27019,AO,1996,f,45-54,370
9876,AO,1996,m,45-54,469
29468,AO,1996,f,55-64,242
12325,AO,1996,m,55-64,272
31917,AO,1996,f,65+,113
14774,AO,1996,m,65+,169
17224,AO,1997,f,0-14,431
81,AO,1997,m,0-14,419
19673,AO,1997,f,15-24,1165
2530,AO,1997,m,15-24,913
22122,AO,1997,f,25-34,1007
4979,AO,1997,m,25-34,1026
24571,AO,1997,f,35-44,627
7428,AO,1997,m,35-44,819
27020,AO,1997,f,45-54,411
9877,AO,1997,m,45-54,507
29469,AO,1997,f,55-64,234
12326,AO,1997,m,55-64,304
31918,AO,1997,f,65+,145
14775,AO,1997,m,65+,193
17225,AO,1998,f,0-14,297
82,AO,1998,m,0-14,240
19674,AO,1998,f,15-24,1084
2531,AO,1998,m,15-24,915
22123,AO,1998,f,25-34,970
4980,AO,1998,m,25-34,950
24572,AO,1998,f,35-44,623
7429,AO,1998,m,35-44,839
27021,AO,1998,f,45-54,319
9878,AO,1998,m,45-54,470
29470,AO,1998,f,55-64,169
12327,AO,1998,m,55-64,219
31919,AO,1998,f,65+,92
14776,AO,1998,m,65+,135
17226,AO,1999,f,0-14,459
83,AO,1999,m,0-14,391
19675,AO,1999,f,15-24,1197
2532,AO,1999,m,15-24,1134
22124,AO,1999,f,25-34,1157
4981,AO,1999,m,25-34,1237
24573,AO,1999,f,35-44,743
7430,AO,1999,m,35-44,973
27022,AO,1999,f,45-54,474
9879,AO,1999,m,45-54,518
29471,AO,1999,f,55-64,217
12328,AO,1999,m,55-64,314
31920,AO,1999,f,65+,194
14777,AO,1999,m,65+,234
17227,AO,2000,f,0-14,247
84,AO,2000,m,0-14,186
19676,AO,2000,f,15-24,1142
2533,AO,2000,m,15-24,999
22125,AO,2000,f,25-34,1091
4982,AO,2000,m,25-34,1003
24574,AO,2000,f,35-44,844
7431,AO,2000,m,35-44,912
27023,AO,2000,f,45-54,417
9880,AO,2000,m,45-54,482
29472,AO,2000,f,55-64,200
12329,AO,2000,m,55-64,312
31921,AO,2000,f,65+,120
14778,AO,2000,m,65+,194
17228,AO,2001,f,0-14,279
85,AO,2001,m,0-14,230
19677,AO,2001,f,15-24,993
2534,AO,2001,m,15-24,892
22126,AO,2001,f,25-34,869
4983,AO,2001,m,25-34,752
24575,AO,2001,f,35-44,647
7432,AO,2001,m,35-44,648
27024,AO,2001,f,45-54,323
9881,AO,2001,m,45-54,420
29473,AO,2001,f,55-64,200
12330,AO,2001,m,55-64,197
31922,AO,2001,f,65+,182
14779,AO,2001,m,65+,173
17229,AO,2002,f,0-14,640
86,AO,2002,m,0-14,435
19678,AO,2002,f,15-24,2610
2535,AO,2002,m,15-24,2223
22127,AO,2002,f,25-34,2208
4984,AO,2002,m,25-34,2292
24576,AO,2002,f,35-44,1600
7433,AO,2002,m,35-44,1915
27025,AO,2002,f,45-54,972
9882,AO,2002,m,45-54,1187
29474,AO,2002,f,55-64,533
12331,AO,2002,m,55-64,624
31923,AO,2002,f,65+,305
14780,AO,2002,m,65+,444
17230,AO,2003,f,0-14,591
87,AO,2003,m,0-14,409
19679,AO,2003,f,15-24,3078
2536,AO,2003,m,15-24,2355
22128,AO,2003,f,25-34,2641
4985,AO,2003,m,25-34,2598
24577,AO,2003,f,35-44,1747
7434,AO,2003,m,35-44,1908
27026,AO,2003,f,45-54,1157
9883,AO,2003,m,45-54,1090
29475,AO,2003,f,55-64,395
12332,AO,2003,m,55-64,512
31924,AO,2003,f,65+,129
14781,AO,2003,m,65+,361
17231,AO,2004,f,0-14,733
88,AO,2004,m,0-14,554
19680,AO,2004,f,15-24,3198
2537,AO,2004,m,15-24,2684
22129,AO,2004,f,25-34,2772
4986,AO,2004,m,25-34,2659
24578,AO,2004,f,35-44,1854
7435,AO,2004,m,35-44,1998
27027,AO,2004,f,45-54,1029
9884,AO,2004,m,45-54,1196
29476,AO,2004,f,55-64,505
12333,AO,2004,m,55-64,561
31925,AO,2004,f,65+,269
14782,AO,2004,m,65+,321
17232,AO,2005,f,0-14,704
89,AO,2005,m,0-14,520
19681,AO,2005,f,15-24,2926
2538,AO,2005,m,15-24,2549
22130,AO,2005,f,25-34,2682
4987,AO,2005,m,25-34,2797
24579,AO,2005,f,35-44,1797
7436,AO,2005,m,35-44,1918
27028,AO,2005,f,45-54,1138
9885,AO,2005,m,45-54,1255
29477,AO,2005,f,55-64,581
12334,AO,2005,m,55-64,665
31926,AO,2005,f,65+,417
14783,AO,2005,m,65+,461
17233,AO,2006,f,0-14,689
90,AO,2006,m,0-14,540
19682,AO,2006,f,15-24,2851
2539,AO,2006,m,15-24,2632
22131,AO,2006,f,25-34,2892
4988,AO,2006,m,25-34,3049
24580,AO,2006,f,35-44,1990
7437,AO,2006,m,35-44,2182
27029,AO,2006,f,45-54,1223
9886,AO,2006,m,45-54,1397
29478,AO,2006,f,55-64,583
12335,AO,2006,m,55-64,729
31927,AO,2006,f,65+,314
14784,AO,2006,m,65+,428
17234,AO,2007,f,0-14,703
91,AO,2007,m,0-14,484
19683,AO,2007,f,15-24,2943
2540,AO,2007,m,15-24,2824
22132,AO,2007,f,25-34,2721
4989,AO,2007,m,25-34,3197
24581,AO,2007,f,35-44,1812
7438,AO,2007,m,35-44,2255
27030,AO,2007,f,45-54,1041
9887,AO,2007,m,45-54,1357
29479,AO,2007,f,55-64,554
12336,AO,2007,m,55-64,699
31928,AO,2007,f,65+,367
14785,AO,2007,m,65+,465
17235,AO,2008,f,0-14,512
92,AO,2008,m,0-14,367
19684,AO,2008,f,15-24,3199
2541,AO,2008,m,15-24,2970
22133,AO,2008,f,25-34,2786
4990,AO,2008,m,25-34,3493
24582,AO,2008,f,35-44,2082
7439,AO,2008,m,35-44,2418
27031,AO,2008,f,45-54,1209
9888,AO,2008,m,45-54,1480
29480,AO,2008,f,55-64,556
12337,AO,2008,m,55-64,733
31929,AO,2008,f,65+,337
14786,AO,2008,m,65+,420
17236,AR,1996,f,0-14,107
93,AR,1996,m,0-14,113
19685,AR,1996,f,15-24,643
2542,AR,1996,m,15-24,611
22134,AR,1996,f,25-34,591
4991,AR,1996,m,25-34,535
24583,AR,1996,f,35-44,528
7440,AR,1996,m,35-44,338
27032,AR,1996,f,45-54,546
9889,AR,1996,m,45-54,276
29481,AR,1996,f,55-64,520
12338,AR,1996,m,55-64,230
31930,AR,1996,f,65+,463
14787,AR,1996,m,65+,286
17237,AR,1997,f,0-14,133
94,AR,1997,m,0-14,96
19686,AR,1997,f,15-24,566
2543,AR,1997,m,15-24,580
22135,AR,1997,f,25-34,511
4992,AR,1997,m,25-34,600
24584,AR,1997,f,35-44,336
7441,AR,1997,m,35-44,523
27033,AR,1997,f,45-54,240
9890,AR,1997,m,45-54,489
29482,AR,1997,f,55-64,199
12339,AR,1997,m,55-64,417
31931,AR,1997,f,65+,234
14788,AR,1997,m,65+,393
17238,AR,1998,f,0-14,94
95,AR,1998,m,0-14,84
19687,AR,1998,f,15-24,558
2544,AR,1998,m,15-24,578
22136,AR,1998,f,25-34,498
4993,AR,1998,m,25-34,571
24585,AR,1998,f,35-44,271
7442,AR,1998,m,35-44,463
27034,AR,1998,f,45-54,229
9891,AR,1998,m,45-54,476
29483,AR,1998,f,55-64,207
12340,AR,1998,m,55-64,387
31932,AR,1998,f,65+,276
14789,AR,1998,m,65+,370
17239,AR,1999,f,0-14,108
96,AR,1999,m,0-14,90
19688,AR,1999,f,15-24,502
2545,AR,1999,m,15-24,490
22137,AR,1999,f,25-34,442
4994,AR,1999,m,25-34,546
24586,AR,1999,f,35-44,292
7443,AR,1999,m,35-44,435
27035,AR,1999,f,45-54,210
9892,AR,1999,m,45-54,464
29484,AR,1999,f,55-64,177
12341,AR,1999,m,55-64,384
31933,AR,1999,f,65+,249
14790,AR,1999,m,65+,380
17240,AR,2000,f,0-14,121
97,AR,2000,m,0-14,97
19689,AR,2000,f,15-24,544
2546,AR,2000,m,15-24,278
22138,AR,2000,f,25-34,479
4995,AR,2000,m,25-34,594
24587,AR,2000,f,35-44,262
7444,AR,2000,m,35-44,402
27036,AR,2000,f,45-54,230
9893,AR,2000,m,45-54,419
29485,AR,2000,f,55-64,179
12342,AR,2000,m,55-64,368
31934,AR,2000,f,65+,216
14791,AR,2000,m,65+,330
17241,AR,2001,f,0-14,85
98,AR,2001,m,0-14,78
19690,AR,2001,f,15-24,674
2547,AR,2001,m,15-24,682
22139,AR,2001,f,25-34,561
4996,AR,2001,m,25-34,611
24588,AR,2001,f,35-44,303
7445,AR,2001,m,35-44,495
27037,AR,2001,f,45-54,242
9894,AR,2001,m,45-54,471
29486,AR,2001,f,55-64,215
12343,AR,2001,m,55-64,404
31935,AR,2001,f,65+,249
14792,AR,2001,m,65+,436
17242,AR,2002,f,0-14,117
99,AR,2002,m,0-14,70
19691,AR,2002,f,15-24,622
2548,AR,2002,m,15-24,612
22140,AR,2002,f,25-34,580
4997,AR,2002,m,25-34,658
24589,AR,2002,f,35-44,301
7446,AR,2002,m,35-44,463
27038,AR,2002,f,45-54,237
9895,AR,2002,m,45-54,477
29487,AR,2002,f,55-64,203
12344,AR,2002,m,55-64,389
31936,AR,2002,f,65+,255
14793,AR,2002,m,65+,399
17243,AR,2003,f,0-14,99
100,AR,2003,m,0-14,89
19692,AR,2003,f,15-24,516
2549,AR,2003,m,15-24,574
22141,AR,2003,f,25-34,513
4998,AR,2003,m,25-34,565
24590,AR,2003,f,35-44,294
7447,AR,2003,m,35-44,413
27039,AR,2003,f,45-54,241
9896,AR,2003,m,45-54,461
29488,AR,2003,f,55-64,192
12345,AR,2003,m,55-64,366
31937,AR,2003,f,65+,231
14794,AR,2003,m,65+,405
17244,AR,2004,f,0-14,98
101,AR,2004,m,0-14,64
19693,AR,2004,f,15-24,519
2550,AR,2004,m,15-24,588
22142,AR,2004,f,25-34,477
4999,AR,2004,m,25-34,543
24591,AR,2004,f,35-44,271
7448,AR,2004,m,35-44,399
27040,AR,2004,f,45-54,237
9897,AR,2004,m,45-54,387
29489,AR,2004,f,55-64,169
12346,AR,2004,m,55-64,332
31938,AR,2004,f,65+,237
14795,AR,2004,m,65+,345
17245,AR,2005,f,0-14,90
102,AR,2005,m,0-14,64
19694,AR,2005,f,15-24,530
2551,AR,2005,m,15-24,621
22143,AR,2005,f,25-34,474
5000,AR,2005,m,25-34,530
24592,AR,2005,f,35-44,290
7449,AR,2005,m,35-44,358
27041,AR,2005,f,45-54,198
9898,AR,2005,m,45-54,384
29490,AR,2005,f,55-64,169
12347,AR,2005,m,55-64,340
31939,AR,2005,f,65+,240
14796,AR,2005,m,65+,348
17246,AR,2006,f,0-14,74
103,AR,2006,m,0-14,67
19695,AR,2006,f,15-24,438
2552,AR,2006,m,15-24,519
22144,AR,2006,f,25-34,437
5001,AR,2006,m,25-34,484
24593,AR,2006,f,35-44,235
7450,AR,2006,m,35-44,360
27042,AR,2006,f,45-54,197
9899,AR,2006,m,45-54,351
29491,AR,2006,f,55-64,173
12348,AR,2006,m,55-64,346
31940,AR,2006,f,65+,213
14797,AR,2006,m,65+,321
17247,AR,2007,f,0-14,70
104,AR,2007,m,0-14,77
19696,AR,2007,f,15-24,558
2553,AR,2007,m,15-24,656
22145,AR,2007,f,25-34,500
5002,AR,2007,m,25-34,623
24594,AR,2007,f,35-44,246
7451,AR,2007,m,35-44,401
27043,AR,2007,f,45-54,217
9900,AR,2007,m,45-54,415
29492,AR,2007,f,55-64,172
12349,AR,2007,m,55-64,389
31941,AR,2007,f,65+,246
14798,AR,2007,m,65+,324
17248,AR,2008,f,0-14,66
105,AR,2008,m,0-14,69
19697,AR,2008,f,15-24,536
2554,AR,2008,m,15-24,633
22146,AR,2008,f,25-34,506
5003,AR,2008,m,25-34,611
24595,AR,2008,f,35-44,252
7452,AR,2008,m,35-44,390
27044,AR,2008,f,45-54,221
9901,AR,2008,m,45-54,416
29493,AR,2008,f,55-64,157
12350,AR,2008,m,55-64,364
31942,AR,2008,f,65+,204
14799,AR,2008,m,65+,295
17249,AS,1997,f,0-14,0
106,AS,1997,m,0-14,1
19698,AS,1997,f,15-24,0
2555,AS,1997,m,15-24,0
22147,AS,1997,f,25-34,0
5004,AS,1997,m,25-34,0
24596,AS,1997,f,35-44,0
7453,AS,1997,m,35-44,1
27045,AS,1997,f,45-54,1
9902,AS,1997,m,45-54,1
29494,AS,1997,f,55-64,0
12351,AS,1997,m,55-64,1
31943,AS,1997,f,65+,0
14800,AS,1997,m,65+,1
17250,AS,2000,f,0-14,0
107,AS,2000,m,0-14,0
19699,AS,2000,f,15-24,0
2556,AS,2000,m,15-24,0
22148,AS,2000,f,25-34,0
5005,AS,2000,m,25-34,0
24597,AS,2000,f,35-44,0
7454,AS,2000,m,35-44,0
27046,AS,2000,f,45-54,1
9903,AS,2000,m,45-54,1
29495,AS,2000,f,55-64,0
12352,AS,2000,m,55-64,1
31944,AS,2000,f,65+,0
14801,AS,2000,m,65+,0
17251,AS,2001,f,0-14,0
108,AS,2001,m,0-14,0
19700,AS,2001,f,15-24,0
2557,AS,2001,m,15-24,0
22149,AS,2001,f,25-34,0
5006,AS,2001,m,25-34,0
24598,AS,2001,f,35-44,1
7455,AS,2001,m,35-44,0
27047,AS,2001,f,45-54,0
9904,AS,2001,m,45-54,0
29496,AS,2001,f,55-64,1
12353,AS,2001,m,55-64,0
31945,AS,2001,f,65+,0
14802,AS,2001,m,65+,0
17252,AS,2002,f,0-14,0
109,AS,2002,m,0-14,0
19701,AS,2002,f,15-24,0
2558,AS,2002,m,15-24,0
22150,AS,2002,f,25-34,0
5007,AS,2002,m,25-34,0
24599,AS,2002,f,35-44,0
7456,AS,2002,m,35-44,0
27048,AS,2002,f,45-54,0
9905,AS,2002,m,45-54,0
29497,AS,2002,f,55-64,0
12354,AS,2002,m,55-64,1
31946,AS,2002,f,65+,0
14803,AS,2002,m,65+,0
17253,AS,2003,f,0-14,0
110,AS,2003,m,0-14,0
19702,AS,2003,f,15-24,0
2559,AS,2003,m,15-24,0
22151,AS,2003,f,25-34,0
5008,AS,2003,m,25-34,0
24600,AS,2003,f,35-44,0
7457,AS,2003,m,35-44,0
27049,AS,2003,f,45-54,1
9906,AS,2003,m,45-54,0
29498,AS,2003,f,55-64,0
12355,AS,2003,m,55-64,1
31947,AS,2003,f,65+,0
14804,AS,2003,m,65+,0
17254,AS,2004,f,0-14,0
111,AS,2004,m,0-14,0
19703,AS,2004,f,15-24,0
2560,AS,2004,m,15-24,0
22152,AS,2004,f,25-34,0
5009,AS,2004,m,25-34,0
24601,AS,2004,f,35-44,0
7458,AS,2004,m,35-44,0
27050,AS,2004,f,45-54,1
9907,AS,2004,m,45-54,0
29499,AS,2004,f,55-64,0
12356,AS,2004,m,55-64,2
31948,AS,2004,f,65+,0
14805,AS,2004,m,65+,0
17255,AS,2005,f,0-14,0
112,AS,2005,m,0-14,0
19704,AS,2005,f,15-24,0
2561,AS,2005,m,15-24,0
22153,AS,2005,f,25-34,1
5010,AS,2005,m,25-34,0
24602,AS,2005,f,35-44,0
7459,AS,2005,m,35-44,0
27051,AS,2005,f,45-54,2
9908,AS,2005,m,45-54,0
29500,AS,2005,f,55-64,0
12357,AS,2005,m,55-64,0
31949,AS,2005,f,65+,0
14806,AS,2005,m,65+,0
17256,AS,2006,f,0-14,0
113,AS,2006,m,0-14,0
19705,AS,2006,f,15-24,0
2562,AS,2006,m,15-24,0
22154,AS,2006,f,25-34,1
5011,AS,2006,m,25-34,0
24603,AS,2006,f,35-44,0
7460,AS,2006,m,35-44,0
27052,AS,2006,f,45-54,2
9909,AS,2006,m,45-54,0
29501,AS,2006,f,55-64,0
12358,AS,2006,m,55-64,0
31950,AS,2006,f,65+,0
14807,AS,2006,m,65+,0
17257,AT,1995,f,0-14,6
114,AT,1995,m,0-14,4
19706,AT,1995,f,15-24,22
2563,AT,1995,m,15-24,37
22155,AT,1995,f,25-34,52
5012,AT,1995,m,25-34,95
24604,AT,1995,f,35-44,32
7461,AT,1995,m,35-44,82
27053,AT,1995,f,45-54,21
9910,AT,1995,m,45-54,89
29502,AT,1995,f,55-64,18
12359,AT,1995,m,55-64,71
31951,AT,1995,f,65+,59
14808,AT,1995,m,65+,73
17258,AT,1997,f,0-14,33
115,AT,1997,m,0-14,24
19707,AT,1997,f,15-24,41
2564,AT,1997,m,15-24,59
22156,AT,1997,f,25-34,93
5013,AT,1997,m,25-34,117
24605,AT,1997,f,35-44,62
7462,AT,1997,m,35-44,170
27054,AT,1997,f,45-54,52
9911,AT,1997,m,45-54,168
29503,AT,1997,f,55-64,52
12360,AT,1997,m,55-64,122
31952,AT,1997,f,65+,172
14809,AT,1997,m,65+,185
17259,AT,1999,f,0-14,0
116,AT,1999,m,0-14,0
19708,AT,1999,f,15-24,10
2565,AT,1999,m,15-24,13
22157,AT,1999,f,25-34,16
5014,AT,1999,m,25-34,40
24606,AT,1999,f,35-44,18
7463,AT,1999,m,35-44,54
27055,AT,1999,f,45-54,6
9912,AT,1999,m,45-54,52
29504,AT,1999,f,55-64,2
12361,AT,1999,m,55-64,37
31953,AT,1999,f,65+,26
14810,AT,1999,m,65+,49
17260,AT,2000,f,0-14,1
117,AT,2000,m,0-14,1
19709,AT,2000,f,15-24,11
2566,AT,2000,m,15-24,17
22158,AT,2000,f,25-34,22
5015,AT,2000,m,25-34,30
24607,AT,2000,f,35-44,12
7464,AT,2000,m,35-44,59
27056,AT,2000,f,45-54,11
9913,AT,2000,m,45-54,42
29505,AT,2000,f,55-64,6
12362,AT,2000,m,55-64,23
31954,AT,2000,f,65+,22
14811,AT,2000,m,65+,41
17261,AT,2001,f,0-14,1
118,AT,2001,m,0-14,1
19710,AT,2001,f,15-24,8
2567,AT,2001,m,15-24,15
22159,AT,2001,f,25-34,13
5016,AT,2001,m,25-34,27
24608,AT,2001,f,35-44,15
7465,AT,2001,m,35-44,39
